review_id,rating,title,review,date,version,author
r0070,2,No confirmation email received,The appointment confirmation is never sent. Every booking requires a follow-up phone call to verify. This defeats the purpose of online scheduling. Entry #219.,2025-11-17,4.0.0,CareUser2519
r0100,2,Billing error still unresolved,Received a collection notice for a bill I already paid. It took 7 weeks to resolve. These errors are causing real financial harm to patients. Case #309.,2026-03-19,4.1.0,HealthUser2169
r0085,2,Appointment confirmation lost,The appointment confirmation is never sent. Every booking requires a follow-up phone call to verify. This defeats the purpose of online scheduling. Entry #234.,2026-01-13,4.1.1,User3045
r0124,1,Insurance claim rejected incorrectly,The billing dispute resolution process takes 7 days minimum with no updates. Meanwhile interest accrues on the incorrectly billed amount. Case #333.,2025-11-05,4.0.0,CareUser4657
r0039,2,No communication during long wait,"Wait time has increased dramatically over the past 25 months. Previously 2h wait, now consistently 7h. Staffing or triage process needs urgent review. Review #138.",2025-11-10,4.2.0,User6977
r0096,2,Bill dispute no response,The billing dispute resolution process takes 8 days minimum with no updates. Meanwhile interest accrues on the incorrectly billed amount. Case #305.,2026-04-04,4.1.1,AppUser7252
r0006,1,Emergency wait hours too long,Arrived at 7am with a head injury. Triaged at 15pm. 3 hours with no explanation and an app showing 33 minutes wait time. Appalling. Review #105.,2026-03-31,4.0.0,CareUser4527
r0069,2,Session timeout loses booking,The portal crashes on the confirmation screen when I include insurance information. Empty fields go through fine but that's useless for billing. Entry #218.,2025-10-27,4.0.0,HealthUser1916
r0119,1,Duplicate lab charges,The billing dispute resolution process takes 7 days minimum with no updates. Meanwhile interest accrues on the incorrectly billed amount. Case #328.,2026-01-28,4.0.0,CareUser9928
r0079,1,Portal crashed mid-booking,The session times out mid-booking and loses all my insurance information. I have to start over 6 times before completing a booking. Entry #228.,2025-10-19,4.0.0,CareUser8359
r0024,1,Emergency room triage delayed,Waited 3 hours before being seen for severe abdominal pain. During that time nobody explained the delay or checked on us. The portal showed 24 min wait the entire time. Review #123.,2026-03-20,4.0.0,User6925
r0086,2,Booking confirmation never arrives,I was double-booked through the online system. Both my appointment and another patient's were scheduled for the same slot. Nobody contacted me until I arrived. Entry #235.,2026-03-27,4.2.0,CareUser6635
r0115,2,Billing error still unresolved,Duplicate charges for the same lab test appeared on my bill. Both the in-house lab and a third-party lab billed for identical work. Case #324.,2026-03-23,4.1.0,PatientUser4456
r0063,2,Appointment confirmation lost,No confirmation email arrived after booking. I called to verify and was told no appointment existed. The portal showed it as confirmed. Entry #212.,2026-01-30,4.2.1,HealthUser3677
r0030,2,App shows wrong wait time,"Wait time has increased dramatically over the past 27 months. Previously 1h wait, now consistently 3h. Staffing or triage process needs urgent review. Review #129.",2025-10-01,4.2.1,AppUser8123
r0072,2,Booking confirmation never arrives,The booking portal crashes every time I reach the confirmation screen. My appointment was not confirmed. Had to call the front desk for 4 minutes to verify. Entry #221.,2025-10-22,4.1.0,CareUser9279
r0130,1,Cannot view test results,The two-factor authentication code never arrives by SMS or email. Without it I cannot access any of my health records. ID #404.,2025-10-13,4.1.1,CareUser2674
r0151,2,MyChart login loop,The portal is completely unusable on Android Android 13. Crashes on the home screen. iOS users don't have this problem. ID #425.,2025-12-27,4.1.0,User2139
r0073,2,Session timeout loses booking,Double booking happened 5 times in the past 8 months through this portal. The availability sync clearly does not work in real time. Entry #222.,2026-01-24,4.2.0,CareUser1711
r0004,2,No communication during long wait,Waited 4 hours before being seen for a high fever. During that time nobody explained the delay or checked on us. The portal showed 36 min wait the entire time. Review #103.,2025-11-24,4.2.1,PatientUser3266
r0136,1,App crashes on records screen,Test results from 5 weeks ago are still not visible in the portal. I was told they would appear within 48 hours. They have not. ID #410.,2026-04-05,4.2.1,CareUser1711
r0018,2,App shows wrong wait time,Emergency department wait time has doubled in the past year. 3-hour waits are now normal. The displayed app wait time is always 32 minutes regardless of actual wait. Review #117.,2025-10-18,4.1.0,User2139
r0097,1,Unexpected $3000 bill,Charged $4511 for a pre-authorized procedure that insurance should fully cover. The pre-auth number is in the system but was not used. Case #306.,2026-01-23,4.2.1,HealthUser4432
r0067,1,Session timeout loses booking,Lost 6 minutes entering insurance information before the session timed out. System should save progress or have a longer timeout. Entry #216.,2025-12-15,4.1.0,User4150
r0087,2,Booking confirmation never arrives,Double booking happened 10 times in the past 2 months through this portal. The availability sync clearly does not work in real time. Entry #236.,2025-10-23,4.1.1,CareUser2519
r0094,2,Wrong billing amount,Received a collection notice for a bill I already paid. It took 6 weeks to resolve. These errors are causing real financial harm to patients. Case #303.,2025-11-18,4.2.1,HealthUser9751
r0061,1,Portal crashed mid-booking,Double booking happened 9 times in the past 6 months through this portal. The availability sync clearly does not work in real time. Entry #210.,2026-03-26,4.2.0,PatientUser4483
r0009,2,Emergency room triage delayed,The emergency wait time notification system is useless. It says 42 minutes but actual wait is 6 hours. At least tell patients to expect a long wait. Review #108.,2026-04-05,4.1.1,AppUser3504
r0057,1,Portal error during scheduling,Lost 6 minutes entering insurance information before the session timed out. System should save progress or have a longer timeout. Entry #206.,2026-04-30,4.0.0,CareUser6881
r0147,1,Health records portal down,"The password reset loop is maddening. I enter my new password, it says success, then on login it says the password is wrong. 2 attempts. ID #421.",2026-04-25,4.2.0,AppUser8668
r0126,2,Two-factor authentication broken,"The password reset loop is maddening. I enter my new password, it says success, then on login it says the password is wrong. 7 attempts. ID #400.",2026-02-28,4.1.0,AppUser9797
r0114,2,Billed for service not received,Charged $901 for a pre-authorized procedure that insurance should fully cover. The pre-auth number is in the system but was not used. Case #323.,2025-12-13,4.1.0,HealthUser7572
r0058,2,Double booking incident,No confirmation email arrived after booking. I called to verify and was told no appointment existed. The portal showed it as confirmed. Entry #207.,2025-12-26,4.0.0,HealthUser2169
r0060,1,No confirmation email received,Lost 6 minutes entering insurance information before the session timed out. System should save progress or have a longer timeout. Entry #209.,2026-02-10,4.1.0,CareUser1520
r0064,2,Booking system unreliable,Double booking happened 10 times in the past 4 months through this portal. The availability sync clearly does not work in real time. Entry #213.,2026-03-29,4.2.0,CareUser2584
r0101,1,Billed for service not received,Was charged at inpatient rates for an outpatient procedure. The difference is $3219. Billing has not corrected this despite 6 calls. Case #310.,2026-01-21,4.0.0,HealthUser3677
r0121,2,Insurance pre-auth ignored,"The billing department takes 2 business days to respond to dispute emails. No acknowledgment, no status updates, no resolution within reasonable time. Case #330.",2026-03-22,4.1.1,HealthUser4752
r0143,2,Two-factor authentication broken,Test results from 2 weeks ago are still not visible in the portal. I was told they would appear within 48 hours. They have not. ID #417.,2025-10-25,4.1.1,AppUser3621
r0023,2,ER wait time unacceptable,Emergency department wait time has doubled in the past year. 3-hour waits are now normal. The displayed app wait time is always 45 minutes regardless of actual wait. Review #122.,2026-02-27,4.2.1,CareUser9928
r0026,1,Waited hours with urgent condition,The emergency wait time notification system is useless. It says 42 minutes but actual wait is 8 hours. At least tell patients to expect a long wait. Review #125.,2026-01-06,4.0.0,AppUser9669
r0033,2,Hours wait no update,Waited 7 hours before being seen for severe abdominal pain. During that time nobody explained the delay or checked on us. The portal showed 33 min wait the entire time. Review #132.,2025-12-13,4.1.0,User5554
r0108,1,Overcharged for procedure,Was charged at inpatient rates for an outpatient procedure. The difference is $1934. Billing has not corrected this despite 3 calls. Case #317.,2026-03-06,4.2.0,HealthUser2084
r0104,1,Billing error still unresolved,Received a collection notice for a bill I already paid. It took 8 weeks to resolve. These errors are causing real financial harm to patients. Case #313.,2026-03-08,4.0.0,CareUser6514
r0145,2,Records not showing in app,Portal shows 8-day-old test results as the most recent. Newer results uploaded by the lab are not appearing. Sync issue. ID #419.,2026-03-03,4.1.1,User6925
r0134,2,Portal app crashes on Android,My health records were visible last month. After the app update they disappeared entirely. Support says they can see them on their end. ID #408.,2025-10-14,4.1.0,PatientUser6930
r0146,2,Password reset loop won't end,My health records were visible last month. After the app update they disappeared entirely. Support says they can see them on their end. ID #420.,2025-11-27,4.0.0,User5803
r0141,2,Portal app crashes on Android,Portal shows 5-day-old test results as the most recent. Newer results uploaded by the lab are not appearing. Sync issue. ID #415.,2026-04-30,4.2.0,User2307
r0025,2,No communication during long wait,The emergency wait time notification system is useless. It says 38 minutes but actual wait is 7 hours. At least tell patients to expect a long wait. Review #124.,2025-10-07,4.1.0,PatientUser6930
r0090,1,Double booking incident,The booking portal crashes every time I reach the confirmation screen. My appointment was not confirmed. Had to call the front desk for 5 minutes to verify. Entry #239.,2025-12-13,4.2.0,AppUser2876
r0099,1,Wrong billing amount,Duplicate charges for the same lab test appeared on my bill. Both the in-house lab and a third-party lab billed for identical work. Case #308.,2026-04-17,4.2.0,CareUser3286
r0117,2,Duplicate charge on account,My insurance pre-authorization was on file but was not applied to my bill. Now owe $3176 that should be covered. Case #326.,2025-11-14,4.1.0,CareUser1434
r0120,1,Wrong billing amount,"Three separate errors on my bill: wrong procedure code, insurance not applied, and duplicate charge for one item. Unbelievably complex to unwind. Case #329.",2026-04-21,4.2.0,CareUser1409
r0148,1,Health records portal down,My health records were visible last month. After the app update they disappeared entirely. Support says they can see them on their end. ID #422.,2026-03-05,4.1.1,CareUser5012
r0010,1,Emergency wait hours too long,The ER triage system is completely broken. My family member with a head injury waited 4 hours. App consistently showed 21 minute wait which was wildly inaccurate. Review #109.,2025-12-11,4.2.0,CareUser2674
r0113,1,Billing error still unresolved,Charged $2918 for a pre-authorized procedure that insurance should fully cover. The pre-auth number is in the system but was not used. Case #322.,2026-04-30,4.2.0,CareUser6881
r0043,1,Emergency room triage delayed,The emergency wait time notification system is useless. It says 45 minutes but actual wait is 7 hours. At least tell patients to expect a long wait. Review #142.,2025-12-30,4.1.1,PatientUser3266
r0029,2,ER department extremely slow,Waited 7 hours before being seen for severe abdominal pain. During that time nobody explained the delay or checked on us. The portal showed 45 min wait the entire time. Review #128.,2026-04-05,4.1.1,User5554
r0044,1,Emergency room triage delayed,The emergency wait time notification system is useless. It says 38 minutes but actual wait is 7 hours. At least tell patients to expect a long wait. Review #143.,2025-12-09,4.2.0,HealthUser5374
r0040,2,ER department extremely slow,The ER triage system is completely broken. My family member with pediatric fever waited 8 hours. App consistently showed 23 minute wait which was wildly inaccurate. Review #139.,2026-01-21,4.0.0,PatientUser5304
r0051,1,No confirmation email received,Lost 8 minutes entering insurance information before the session timed out. System should save progress or have a longer timeout. Entry #200.,2025-10-20,4.2.1,PatientUser3287
r0132,1,Portal app crashes on Android,"The password reset loop is maddening. I enter my new password, it says success, then on login it says the password is wrong. 8 attempts. ID #406.",2025-12-10,4.1.0,CareUser1434
r0068,1,Double booked through app,The portal crashes on the confirmation screen when I include insurance information. Empty fields go through fine but that's useless for billing. Entry #217.,2025-12-10,4.0.0,CareUser2679
r0116,1,Insurance not applied to bill,Received a bill for a service I never received. Dispute submitted 4 weeks ago with no acknowledgment or resolution. Case #325.,2026-02-26,4.1.1,PatientUser7543
r0076,2,Session timeout loses booking,I was double-booked through the online system. Both my appointment and another patient's were scheduled for the same slot. Nobody contacted me until I arrived. Entry #225.,2026-01-24,4.2.1,HealthUser6820
r0105,2,Overcharged for procedure,The billing dispute resolution process takes 3 days minimum with no updates. Meanwhile interest accrues on the incorrectly billed amount. Case #314.,2025-10-26,4.0.0,User8428
r0032,1,ER department extremely slow,The emergency wait time notification system is useless. It says 27 minutes but actual wait is 5 hours. At least tell patients to expect a long wait. Review #131.,2026-01-16,4.2.0,PatientUser3340
r0014,1,App shows wrong wait time,"Wait time has increased dramatically over the past 38 months. Previously 2h wait, now consistently 3h. Staffing or triage process needs urgent review. Review #113.",2025-10-15,4.2.1,CareUser1520
r0056,2,Session timeout loses booking,The portal crashes on the confirmation screen when I include insurance information. Empty fields go through fine but that's useless for billing. Entry #205.,2026-01-28,4.2.0,AppUser2040
r0012,2,Emergency room triage delayed,I understand the ER is busy but 6 hours wait for a child with pediatric fever with no updates is unacceptable. The app never reflected the true wait. Review #111.,2025-10-01,4.2.0,CareUser7224
r0047,2,Emergency room triage delayed,Arrived at 8am with severe abdominal pain. Triaged at 18pm. 4 hours with no explanation and an app showing 29 minutes wait time. Appalling. Review #146.,2025-12-04,4.0.0,HealthUser6820
r0089,2,Appointment confirmation lost,The booking portal crashes every time I reach the confirmation screen. My appointment was not confirmed. Had to call the front desk for 5 minutes to verify. Entry #238.,2026-03-09,4.2.0,PatientUser4456
r0107,1,Billing error still unresolved,Insurance claim was submitted to the wrong plan code. Results in a $1692 out-of-pocket charge that should be $0. Support has not fixed this after 5 attempts. Case #316.,2026-02-13,4.2.0,HealthUser6313
r0138,1,MyChart login loop,Locked out after 2 failed login attempts (I was using the correct password). Account recovery process takes 4 business days according to support. ID #412.,2025-10-17,4.1.0,CareUser6881
r0080,1,No confirmation email received,Lost 6 minutes entering insurance information before the session timed out. System should save progress or have a longer timeout. Entry #229.,2026-01-28,4.1.1,PatientUser5040
r0103,1,Duplicate lab charges,The billing dispute resolution process takes 4 days minimum with no updates. Meanwhile interest accrues on the incorrectly billed amount. Case #312.,2025-12-24,4.2.1,User1750
r0022,2,Emergency room triage delayed,Staff were pleasant but the 3-hour wait with no communication was unacceptable. The app wait time display has never been accurate in my experience. Review #121.,2026-02-19,4.2.0,HealthUser4598
r0042,2,Triage took forever,The ER triage system is completely broken. My family member with a high fever waited 3 hours. App consistently showed 28 minute wait which was wildly inaccurate. Review #141.,2025-10-16,4.1.0,AppUser7304
r0003,2,Waited hours with urgent condition,Staff were pleasant but the 4-hour wait with no communication was unacceptable. The app wait time display has never been accurate in my experience. Review #102.,2026-04-27,4.0.0,PatientUser9348
r0122,2,Charged inpatient rate for outpatient,Insurance claim was submitted to the wrong plan code. Results in a $2415 out-of-pocket charge that should be $0. Support has not fixed this after 2 attempts. Case #331.,2025-10-07,4.2.1,AppUser9797
r0155,2,Locked out of health records,My health records were visible last month. After the app update they disappeared entirely. Support says they can see them on their end. ID #429.,2025-10-12,4.1.0,User5741
r0038,1,Hours wait no update,"Wait time has increased dramatically over the past 16 months. Previously 2h wait, now consistently 6h. Staffing or triage process needs urgent review. Review #137.",2026-04-24,4.2.0,PatientUser8517
r0054,2,Session timeout loses booking,I attempted to book 2 times. Each attempt timed out at the confirmation step. Finally booked by calling the front desk. The online system is worse than no system. Entry #203.,2026-04-29,4.2.0,CareUser4582
r0082,2,Booking portal crashed on confirmation,Double booking happened 7 times in the past 6 months through this portal. The availability sync clearly does not work in real time. Entry #231.,2025-10-07,4.0.0,CareUser4527
r0135,2,Login fails repeatedly,The portal is completely unusable on Android Android 12. Crashes on the home screen. iOS users don't have this problem. ID #409.,2026-01-23,4.1.1,HealthUser9751
r0052,2,Booking confirmation never arrives,No confirmation email arrived after booking. I called to verify and was told no appointment existed. The portal showed it as confirmed. Entry #201.,2026-03-25,4.2.1,AppUser3621
r0125,1,Insurance pre-auth ignored,Received a collection notice for a bill I already paid. It took 2 weeks to resolve. These errors are causing real financial harm to patients. Case #334.,2026-02-15,4.1.0,User4733
r0150,1,Test results missing from portal,My health records were visible last month. After the app update they disappeared entirely. Support says they can see them on their end. ID #424.,2026-04-08,4.0.0,CareUser1488
r0074,1,Can't book appointment online,Double booking happened 6 times in the past 6 months through this portal. The availability sync clearly does not work in real time. Entry #223.,2026-03-06,4.0.0,PatientUser9348
r0041,1,ER department extremely slow,The ER triage system is completely broken. My family member with severe abdominal pain waited 5 hours. App consistently showed 25 minute wait which was wildly inaccurate. Review #140.,2025-11-29,4.2.0,PatientUser3287
r0142,2,Login fails repeatedly,Test results from 4 weeks ago are still not visible in the portal. I was told they would appear within 48 hours. They have not. ID #416.,2026-01-04,4.1.0,PatientUser5339
r0020,2,Triage took forever,Staff were pleasant but the 3-hour wait with no communication was unacceptable. The app wait time display has never been accurate in my experience. Review #119.,2025-12-12,4.2.1,CareUser6574
r0118,2,Bill dispute no response,Insurance claim was submitted to the wrong plan code. Results in a $4610 out-of-pocket charge that should be $0. Support has not fixed this after 6 attempts. Case #327.,2026-04-30,4.1.0,CareUser2519
r0005,2,Hours wait no update,The ER triage system is completely broken. My family member with a high fever waited 8 hours. App consistently showed 24 minute wait which was wildly inaccurate. Review #104.,2025-10-31,4.1.0,CareUser3547
r0112,1,Insurance pre-auth ignored,Duplicate charges for the same lab test appeared on my bill. Both the in-house lab and a third-party lab billed for identical work. Case #321.,2025-11-30,4.2.0,HealthUser1916
r0011,1,Emergency wait hours too long,I understand the ER is busy but 7 hours wait for a child with chest pain with no updates is unacceptable. The app never reflected the true wait. Review #110.,2026-04-11,4.1.0,CareUser8359
r0102,2,Duplicate lab charges,Received a bill for a service I never received. Dispute submitted 7 weeks ago with no acknowledgment or resolution. Case #311.,2026-03-17,4.1.0,CareUser7912
r0019,2,ER department extremely slow,Waited 6 hours before being seen for a head injury. During that time nobody explained the delay or checked on us. The portal showed 41 min wait the entire time. Review #118.,2026-03-19,4.0.0,AppUser2876
r0091,1,Insurance claim rejected incorrectly,Received a collection notice for a bill I already paid. It took 2 weeks to resolve. These errors are causing real financial harm to patients. Case #300.,2026-03-31,4.1.0,CareUser8527
r0129,1,Cannot view test results,"The password reset loop is maddening. I enter my new password, it says success, then on login it says the password is wrong. 2 attempts. ID #403.",2025-11-01,4.2.0,CareUser1488
r0059,2,Booking system unreliable,The session times out mid-booking and loses all my insurance information. I have to start over 9 times before completing a booking. Entry #208.,2026-04-23,4.1.1,User2291
r0137,2,Two-factor authentication broken,Cannot log into the patient portal. I have reset my password 2 times and am still locked out. Support has not resolved this after 10 days. ID #411.,2026-03-25,4.0.0,HealthUser5374
r0098,2,Billing error still unresolved,Insurance claim was submitted to the wrong plan code. Results in a $4951 out-of-pocket charge that should be $0. Support has not fixed this after 6 attempts. Case #307.,2026-01-25,4.1.1,AppUser1188
r0034,2,App shows wrong wait time,The digital queue system says 25 min but after 8 hours I still wasn't seen. The app data and reality are completely disconnected. Review #133.,2026-04-22,4.1.0,PatientUser7482
r0045,1,ER wait time unacceptable,The emergency wait time notification system is useless. It says 36 minutes but actual wait is 5 hours. At least tell patients to expect a long wait. Review #144.,2026-03-09,4.2.1,CareUser5012
r0111,2,Insurance not applied to bill,Received a collection notice for a bill I already paid. It took 4 weeks to resolve. These errors are causing real financial harm to patients. Case #320.,2026-03-26,4.1.1,User3664
r0128,2,Records not showing in app,The two-factor authentication code never arrives by SMS or email. Without it I cannot access any of my health records. ID #402.,2025-10-26,4.1.1,HealthUser7216
r0153,2,App crashes on records screen,Cannot log into the patient portal. I have reset my password 7 times and am still locked out. Support has not resolved this after 4 days. ID #427.,2026-03-19,4.2.0,HealthUser5374
r0031,1,No communication during long wait,The ER triage system is completely broken. My family member with chest pain waited 5 hours. App consistently showed 28 minute wait which was wildly inaccurate. Review #130.,2026-04-03,4.1.1,HealthUser3803
r0084,2,Double booked through app,The appointment confirmation is never sent. Every booking requires a follow-up phone call to verify. This defeats the purpose of online scheduling. Entry #233.,2025-12-11,4.1.0,HealthUser4752
r0075,1,Portal crashed mid-booking,No confirmation email arrived after booking. I called to verify and was told no appointment existed. The portal showed it as confirmed. Entry #224.,2025-11-10,4.1.0,CareUser5557
r0066,2,Session timeout loses booking,The session times out mid-booking and loses all my insurance information. I have to start over 5 times before completing a booking. Entry #215.,2025-12-10,4.2.1,PatientUser9348
r0036,2,4 hour wait in emergency,Waited 3 hours before being seen for a fracture. During that time nobody explained the delay or checked on us. The portal showed 16 min wait the entire time. Review #135.,2026-03-11,4.2.1,CareUser3615
r0055,1,Appointment confirmation lost,I attempted to book 9 times. Each attempt timed out at the confirmation step. Finally booked by calling the front desk. The online system is worse than no system. Entry #204.,2026-01-20,4.1.0,PatientUser7543
r0078,1,Booking confirmation never arrives,No confirmation email arrived after booking. I called to verify and was told no appointment existed. The portal showed it as confirmed. Entry #227.,2026-01-17,4.0.0,HealthUser7216
r0053,2,Appointment booking fails,Lost 2 minutes entering insurance information before the session timed out. System should save progress or have a longer timeout. Entry #202.,2026-03-19,4.1.1,CareUser2424
r0002,2,ER wait time display inaccurate,"Wait time has increased dramatically over the past 21 months. Previously 1h wait, now consistently 7h. Staffing or triage process needs urgent review. Review #101.",2026-02-03,4.0.0,CareUser4811
r0015,1,Triage took forever,Emergency department wait time has doubled in the past year. 7-hour waits are now normal. The displayed app wait time is always 17 minutes regardless of actual wait. Review #114.,2026-02-26,4.2.1,CareUser3286
r0154,1,App crashes on records screen,Locked out after 5 failed login attempts (I was using the correct password). Account recovery process takes 7 business days according to support. ID #428.,2025-12-28,4.2.0,CareUser4811
